FID,x_ft,y_ft
994,2502921.385,1678064.75
995,2502910.199,1678074.743
996,2502899.006,1678084.729
997,2502887.794,1678094.694
998,2502876.582,1678104.658
999,2502865.369,1678114.622
1000,2502854.122,1678124.546
1001,2502842.782,1678134.364
1002,2502831.442,1678144.183
1003,2502820.102,1678154.001
1004,2502808.739,1678163.793
1005,2502797.339,1678173.542
1006,2502785.938,1678183.29
1007,2502774.538,1678193.039
1008,2502763.138,1678202.788
1009,2502751.738,1678212.536
1010,2502740.338,1678222.285
1011,2502728.937,1678232.033
1012,2502717.537,1678241.782
1013,2502706.137,1678251.531
1014,2502694.737,1678261.279
1015,2502683.309,1678270.994
1016,2502671.831,1678280.652
1017,2502660.353,1678290.309
1018,2502648.74,1678299.802
1019,2502637.087,1678309.248
1020,2502625.327,1678318.558
1021,2502613.547,1678327.845
1022,2502601.72,1678337.071
1023,2502589.889,1678346.292
1024,2502578.058,1678355.513
1025,2502566.227,1678364.734
1026,2502554.389,1678373.945
1027,2502542.541,1678383.145
1028,2502530.693,1678392.344
1029,2502518.796,1678401.48
1030,2502506.893,1678410.607
1031,2502494.836,1678419.53
1032,2502482.762,1678428.431
1033,2502470.454,1678437.004
1034,2502458.036,1678445.417
1035,2502445.529,1678453.697
1036,2502432.967,1678461.895
1037,2502420.342,1678469.994
1038,2502407.634,1678477.963
1039,2502394.836,1678485.786
1040,2502381.929,1678493.428
1041,2502368.971,1678500.985
1042,2502355.999,1678508.516
1043,2502343.027,1678516.047
1044,2502330.055,1678523.579
1045,2502317.083,1678531.11
1046,2502304.11,1678538.642
1047,2502291.138,1678546.173
1048,2502278.166,1678553.704
1049,2502265.194,1678561.236
1050,2502252.206,1678568.739
1051,2502239.101,1678576.037
1052,2502225.86,1678583.084
1053,2502212.59,1678590.077
1054,2502199.208,1678596.854
1055,2502185.799,1678603.576
1056,2502172.312,1678610.142
1057,2502158.73,1678616.507
1058,2502145.133,1678622.842
1059,2502131.447,1678628.981
1060,2502117.732,1678635.053
1061,2502103.941,1678640.953
1062,2502090.114,1678646.767
1063,2502076.225,1678652.431
1064,2502062.275,1678657.945
1065,2502048.285,1678663.356
1066,2502034.252,1678668.655
1067,2502020.158,1678673.786
1068,2502006.035,1678678.839
1069,2501991.844,1678683.7
1070,2501977.638,1678688.514
1071,2501963.356,1678693.099
1072,2501949.055,1678697.623
1073,2501934.704,1678701.988
1074,2501920.319,1678706.237
1075,2501905.896,1678710.358
1076,2501891.428,1678714.314
1077,2501876.941,1678718.205
1078,2501862.4,1678721.887
1079,2501847.842,1678725.498
1080,2501833.256,1678728.997
1081,2501818.637,1678732.356
1082,2501804.003,1678735.651
1083,2501789.367,1678738.935
1084,2501774.7,1678742.078
1085,2501760.033,1678745.22
1086,2501745.348,1678748.276
1087,2501730.641,1678751.224
1088,2501715.907,1678754.036
1089,2501701.159,1678756.773
1090,2501686.395,1678759.423
1091,2501671.603,1678761.908
1092,2501656.787,1678764.248
1093,2501641.952,1678766.467
1094,2501627.113,1678768.658
1095,2501612.233,1678770.552
1096,2501597.353,1678772.445
1097,2501582.453,1678774.169
1098,2501567.541,1678775.793
1099,2501552.608,1678777.196
1100,2501537.668,1678778.54
1101,2501522.721,1678779.791
1102,2501507.759,1678780.854
1103,2501492.788,1678781.786
1104,2501477.809,1678782.582
1105,2501462.83,1678783.367
1106,2501447.839,1678783.874
1107,2501432.846,1678784.334
1108,2501417.849,1678784.62
1109,2501402.851,1678784.793
1110,2501387.851,1678784.791
1111,2501372.851,1678784.788
1112,2501357.853,1678784.528
1113,2501342.856,1678784.218
1114,2501327.867,1678783.667
1115,2501312.877,1678783.115
1116,2501297.897,1678782.345
1117,2501282.922,1678781.483
1118,2501267.952,1678780.55
1119,2501252.994,1678779.43
1120,2501238.036,1678778.309
1121,2501223.09,1678777.031
1122,2501208.148,1678775.712
1123,2501193.207,1678774.393
1124,2501178.267,1678773.048
1125,2501163.33,1678771.681
1126,2501148.392,1678770.314
1127,2501133.454,1678768.946
1128,2501118.517,1678767.579
1129,2501103.579,1678766.212
1130,2501088.642,1678764.845
1131,2501073.704,1678763.477
1132,2501058.767,1678762.11
1133,2501043.829,1678760.743
1134,2501028.892,1678759.375
1135,2501013.957,1678757.983
1136,2500999.025,1678756.556
1137,2500984.093,1678755.129
1138,2500969.162,1678753.693
1139,2500954.235,1678752.212
1140,2500939.308,1678750.731
1141,2500924.382,1678749.25
1142,2500909.455,1678747.769
1143,2500894.528,1678746.286
1144,2500879.609,1678744.734
1145,2500864.69,1678743.181
1146,2500849.77,1678741.628
1147,2500834.851,1678740.076
1148,2500819.931,1678738.523
1149,2500805.012,1678736.97
1150,2500790.093,1678735.417
1151,2500775.173,1678733.865
1152,2500760.254,1678732.312
1153,2500745.335,1678730.759
1154,2500730.415,1678729.211
1155,2500715.487,1678727.736
1156,2500700.56,1678726.262
1157,2500685.633,1678724.787
1158,2500670.706,1678723.312
1159,2500655.778,1678721.837
1160,2500640.851,1678720.363
1161,2500625.924,1678718.888
1162,2500610.996,1678717.413
1163,2500596.064,1678715.993
1164,2500581.131,1678714.579
1165,2500566.197,1678713.166
1166,2500551.264,1678711.752
1167,2500536.331,1678710.339
1168,2500521.398,1678708.925
1169,2500506.464,1678707.512
1170,2500491.531,1678706.099
1171,2500476.598,1678704.685
1172,2500461.665,1678703.272
1173,2500446.731,1678701.858
1174,2500431.798,1678700.445
1175,2500416.865,1678699.031
1176,2500401.932,1678697.618
1177,2500386.999,1678696.205
1178,2500372.065,1678694.791
1179,2500357.132,1678693.378
1180,2500342.199,1678691.964
1181,2500327.266,1678690.551
1182,2500312.332,1678689.137
1183,2500297.399,1678687.724
1184,2500282.466,1678686.311
1185,2500267.533,1678684.897
1186,2500252.6,1678683.484
1187,2500237.666,1678682.07
1188,2500222.733,1678680.657
1189,2500207.793,1678679.321
1190,2500192.849,1678678.022
1191,2500177.893,1678676.88
1192,2500162.926,1678675.901
1193,2500147.94,1678675.257
1194,2500132.944,1678674.895
1195,2500117.946,1678674.717
1196,2500102.946,1678674.595
1197,2500087.947,1678674.484
1198,2500072.947,1678674.454
1199,2500057.947,1678674.423
1200,2500042.947,1678674.393
1201,2500027.947,1678674.362
1202,2500012.947,1678674.332
1203,2499997.947,1678674.301
1204,2499982.947,1678674.271
1205,2499967.947,1678674.24
1206,2499952.947,1678674.21
1207,2499937.947,1678674.179
1208,2499922.947,1678674.149
1209,2499907.948,1678674.118
1210,2499892.948,1678674.088
1211,2499877.948,1678674.057
1212,2499862.948,1678674.027
1213,2499847.948,1678673.996
1214,2499832.948,1678673.966
1215,2499817.948,1678673.935
1216,2499802.948,1678673.905
1217,2499787.948,1678673.874
1218,2499772.948,1678673.844
1219,2499757.948,1678673.813
1220,2499742.948,1678673.783
1221,2499727.948,1678673.752
1222,2499712.948,1678673.722
1223,2499697.948,1678673.691
1224,2499682.948,1678673.661
1225,2499667.949,1678673.63
1226,2499652.949,1678673.6
1227,2499637.949,1678673.569
1228,2499622.949,1678673.538
1229,2499607.949,1678673.508
1230,2499592.949,1678673.477
1231,2499577.949,1678673.447
1232,2499562.949,1678673.416
1233,2499547.949,1678673.386
1234,2499532.949,1678673.355
1235,2499517.949,1678673.325
1236,2499502.949,1678673.294
1237,2499487.949,1678673.264
1238,2499472.949,1678673.233
1239,2499457.949,1678673.203
1240,2499442.949,1678673.172
1241,2499427.949,1678673.142
1242,2499412.95,1678673.111
1243,2499397.95,1678673.081
1244,2499382.95,1678673.05
1245,2499367.95,1678673.02
1246,2499352.95,1678672.989
1247,2499337.95,1678672.959
1248,2499322.95,1678672.928
1249,2499307.95,1678672.898
1250,2499292.95,1678672.867
1251,2499277.95,1678672.837
1252,2499262.95,1678672.806
1253,2499247.95,1678672.776
1254,2499232.95,1678672.745
1255,2499217.95,1678672.715
1256,2499202.95,1678672.684
1257,2499187.95,1678672.654
1258,2499172.951,1678672.612
1259,2499157.951,1678672.478
1260,2499142.952,1678672.32
1261,2499127.956,1678671.991
1262,2499112.964,1678671.495
1263,2499097.981,1678670.803
1264,2499083.014,1678669.834
1265,2499068.074,1678668.503
1266,2499053.212,1678666.486
1267,2499038.393,1678664.164
1268,2499023.632,1678661.497
1269,2499008.88,1678658.782
1270,2498994.161,1678655.893
1271,2498979.475,1678652.843
1272,2498964.791,1678649.781
1273,2498950.136,1678646.58
1274,2498935.482,1678643.378
1275,2498920.828,1678640.175
1276,2498906.176,1678636.964
1277,2498891.542,1678633.669
1278,2498876.909,1678630.373
1279,2498862.303,1678626.958
1280,2498847.726,1678623.422
1281,2498833.226,1678619.585
1282,2498818.829,1678615.379
1283,2498804.557,1678610.764
1284,2498790.338,1678605.989
1285,2498776.169,1678601.066
1286,2498762.041,1678596.025
1287,2498747.918,1678590.97
1288,2498733.849,1678585.769
1289,2498719.791,1678580.539
1290,2498705.811,1678575.102
1291,2498691.933,1678569.412
1292,2498678.118,1678563.568
1293,2498664.356,1678557.602
1294,2498650.638,1678551.534
1295,2498636.92,1678545.466
1296,2498623.234,1678539.328
1297,2498609.567,1678533.146
1298,2498595.9,1678526.963
1299,2498582.311,1678520.614
1300,2498568.797,1678514.104
1301,2498555.318,1678507.522
1302,2498541.892,1678500.835
1303,2498528.489,1678494.1
1304,2498515.087,1678487.364
1305,2498501.702,1678480.593
1306,2498488.317,1678473.822
1307,2498474.932,1678467.051
1308,2498461.547,1678460.28
1309,2498448.162,1678453.51
1310,2498434.777,1678446.739
1311,2498421.392,1678439.968
1312,2498408.008,1678433.197
1313,2498394.623,1678426.426
1314,2498381.238,1678419.655
1315,2498367.853,1678412.885
1316,2498354.468,1678406.114
1317,2498341.083,1678399.343
1318,2498327.698,1678392.572
1319,2498314.313,1678385.801
1320,2498300.929,1678379.031
1321,2498287.544,1678372.26
1322,2498274.159,1678365.489
1323,2498260.774,1678358.718
1324,2498247.389,1678351.947
1325,2498234.004,1678345.176
1326,2498220.619,1678338.406
1327,2498207.234,1678331.635
1328,2498193.849,1678324.864
1329,2498180.465,1678318.093
1330,2498167.08,1678311.322
1331,2498153.695,1678304.552
1332,2498140.31,1678297.781
1333,2498126.925,1678291.01
1334,2498113.54,1678284.239
1335,2498100.155,1678277.468
1336,2498086.77,1678270.697
1337,2498073.385,1678263.927
1338,2498060.001,1678257.156
1339,2498046.616,1678250.385
1340,2498033.231,1678243.614
1341,2498019.846,1678236.843
1342,2498006.461,1678230.073
1343,2497993.076,1678223.302
1344,2497979.691,1678216.531
1345,2497966.306,1678209.76
1346,2497952.922,1678202.989
1347,2497939.537,1678196.218
1348,2497926.152,1678189.448
1349,2497912.767,1678182.677
1350,2497899.382,1678175.906
1351,2497885.997,1678169.135
1352,2497872.612,1678162.364
1353,2497859.227,1678155.594
1354,2497845.842,1678148.823
1355,2497832.458,1678142.052
1356,2497819.073,1678135.281
1357,2497805.688,1678128.51
1358,2497792.303,1678121.74
1359,2497778.918,1678114.969
1360,2497765.533,1678108.198
1361,2497752.148,1678101.427
1362,2497738.763,1678094.656
1363,2497725.378,1678087.885
1364,2497711.994,1678081.115
1365,2497698.609,1678074.344
1366,2497685.224,1678067.573
1367,2497671.839,1678060.802
1368,2497658.454,1678054.031
1369,2497645.069,1678047.261
1370,2497631.684,1678040.49
1371,2497618.299,1678033.719
1372,2497604.914,1678026.948
1373,2497591.53,1678020.177
1374,2497578.145,1678013.406
1375,2497564.76,1678006.636
1376,2497551.375,1677999.865
1377,2497537.99,1677993.094
1378,2497524.605,1677986.323
1379,2497511.22,1677979.552
1380,2497497.835,1677972.782
1381,2497484.451,1677966.011
1382,2497471.066,1677959.24
1383,2497457.681,1677952.469
1384,2497444.296,1677945.698
1385,2497430.911,1677938.927
1386,2497417.526,1677932.157
1387,2497404.141,1677925.386
1388,2497390.756,1677918.615
1389,2497377.371,1677911.844
1390,2497363.987,1677905.073
1391,2497350.602,1677898.303
1392,2497337.217,1677891.532
1393,2497323.832,1677884.761
1394,2497310.447,1677877.99
1395,2497297.062,1677871.219
1396,2497283.677,1677864.448
1397,2497270.292,1677857.678
1398,2497256.907,1677850.907
1399,2497243.523,1677844.136
1400,2497230.138,1677837.365
1401,2497216.753,1677830.594
1402,2497203.368,1677823.824
1403,2497189.983,1677817.053
1404,2497176.598,1677810.282
1405,2497163.213,1677803.511
1406,2497149.828,1677796.74
1407,2497136.444,1677789.969
1408,2497123.059,1677783.199
1409,2497109.674,1677776.428
1410,2497096.289,1677769.657
1411,2497082.904,1677762.886
1412,2497069.519,1677756.115
1413,2497056.134,1677749.345
1414,2497042.749,1677742.574
1415,2497029.364,1677735.803
1416,2497016.039,1677728.916
1417,2497002.72,1677722.016
1418,2496989.423,1677715.076
1419,2496976.194,1677708.005
1420,2496962.965,1677700.934
1421,2496949.736,1677693.864
1422,2496936.53,1677686.749
1423,2496923.327,1677679.631
1424,2496910.124,1677672.512
1425,2496896.921,1677665.394
1426,2496883.718,1677658.275
1427,2496870.514,1677651.156
1428,2496857.311,1677644.038
1429,2496844.108,1677636.919
1430,2496830.905,1677629.801
1431,2496817.702,1677622.682
1432,2496804.498,1677615.564
1433,2496791.295,1677608.445
1434,2496778.092,1677601.326
1435,2496764.889,1677594.208
1436,2496751.685,1677587.089
1437,2496738.482,1677579.971
1438,2496725.279,1677572.852
1439,2496712.076,1677565.733
1440,2496698.873,1677558.615
1441,2496685.669,1677551.496
1442,2496672.466,1677544.378
1443,2496659.263,1677537.259
1444,2496646.06,1677530.141
1445,2496632.856,1677523.022
1446,2496619.653,1677515.903
1447,2496606.45,1677508.785
1448,2496593.247,1677501.666
1449,2496580.044,1677494.548
1450,2496566.84,1677487.429
1451,2496553.637,1677480.311
1452,2496540.434,1677473.192
1453,2496527.231,1677466.073
1454,2496514.027,1677458.955
1455,2496500.824,1677451.836
1456,2496487.621,1677444.718
1457,2496474.418,1677437.599
1458,2496461.215,1677430.481
1459,2496448.011,1677423.362
1460,2496434.808,1677416.243
1461,2496421.605,1677409.125
1462,2496408.402,1677402.006
1463,2496395.199,1677394.888
1464,2496381.995,1677387.769
1465,2496368.792,1677380.651
1466,2496355.589,1677373.532
1467,2496342.386,1677366.413
1468,2496329.182,1677359.295
1469,2496315.979,1677352.176
1470,2496302.776,1677345.058
1471,2496289.573,1677337.939
1472,2496276.37,1677330.82
1473,2496263.194,1677323.652
1474,2496250.034,1677316.453
1475,2496236.874,1677309.254
1476,2496223.754,1677301.985
1477,2496210.728,1677294.547
1478,2496197.858,1677286.844
1479,2496185.085,1677278.98
1480,2496172.311,1677271.116
1481,2496159.602,1677263.149
1482,2496146.923,1677255.134
1483,2496134.244,1677247.12
1484,2496121.565,1677239.105
1485,2496108.885,1677231.09
1486,2496096.206,1677223.075
1487,2496083.527,1677215.06
1488,2496070.848,1677207.045
1489,2496058.169,1677199.03
1490,2496045.49,1677191.015
1491,2496032.811,1677183
1492,2496020.132,1677174.985
1493,2496007.453,1677166.97
1494,2495994.773,1677158.955
1495,2495982.094,1677150.94
1496,2495969.415,1677142.925
1497,2495956.736,1677134.91
1498,2495944.057,1677126.895
1499,2495931.378,1677118.88
1500,2495918.699,1677110.865
1501,2495906.02,1677102.85
1502,2495893.341,1677094.835
1503,2495880.662,1677086.821
1504,2495867.982,1677078.806
1505,2495855.303,1677070.791
1506,2495842.624,1677062.776
1507,2495829.945,1677054.761
1508,2495817.266,1677046.746
1509,2495804.587,1677038.731
1510,2495791.908,1677030.716
1511,2495779.229,1677022.701
1512,2495766.545,1677014.694
1513,2495753.826,1677006.741
1514,2495741.108,1676998.789
1515,2495728.389,1676990.837
1516,2495715.651,1676982.917
1517,2495702.82,1676975.148
1518,2495689.911,1676967.507
1519,2495676.993,1676959.884
1520,2495664.018,1676952.358
1521,2495651.041,1676944.835
1522,2495638.064,1676937.312
1523,2495625.087,1676929.789
1524,2495612.11,1676922.266
1525,2495599.133,1676914.743
1526,2495586.156,1676907.22
1527,2495573.179,1676899.697
1528,2495560.22,1676892.142
1529,2495547.27,1676884.572
1530,2495534.331,1676876.985
1531,2495521.465,1676869.273
1532,2495508.619,1676861.529
1533,2495495.859,1676853.644
1534,2495483.099,1676845.759
1535,2495470.364,1676837.833
1536,2495457.649,1676829.874
1537,2495444.935,1676821.915
1538,2495432.22,1676813.957
1539,2495419.506,1676805.998
1540,2495406.792,1676798.039
1541,2495394.077,1676790.08
1542,2495381.363,1676782.121
1543,2495368.648,1676774.162
1544,2495355.934,1676766.204
1545,2495343.22,1676758.245
1546,2495330.505,1676750.286
1547,2495317.791,1676742.327
1548,2495305.076,1676734.368
1549,2495292.362,1676726.41
1550,2495279.647,1676718.451
1551,2495266.933,1676710.492
1552,2495254.219,1676702.533
1553,2495241.504,1676694.574
1554,2495228.79,1676686.615
1555,2495216.075,1676678.657
1556,2495203.361,1676670.698
1557,2495190.647,1676662.739
1558,2495177.932,1676654.78
1559,2495165.218,1676646.821
1560,2495152.503,1676638.863
1561,2495139.789,1676630.904
1562,2495127.074,1676622.945
1563,2495114.36,1676614.986
1564,2495101.646,1676607.027
1565,2495088.931,1676599.068
1566,2495076.217,1676591.11
1567,2495063.502,1676583.151
1568,2495050.788,1676575.192
1569,2495038.074,1676567.233
1570,2495025.359,1676559.274
1571,2495012.645,1676551.316
1572,2494999.93,1676543.357
1573,2494987.216,1676535.398
1574,2494974.502,1676527.439
1575,2494961.787,1676519.48
1576,2494949.073,1676511.521
1577,2494936.358,1676503.563
1578,2494923.644,1676495.604
1579,2494910.929,1676487.645
1580,2494898.215,1676479.686
1581,2494885.501,1676471.727
1582,2494872.786,1676463.769
1583,2494860.072,1676455.81
1584,2494847.357,1676447.851
1585,2494834.643,1676439.892
1586,2494821.929,1676431.933
1587,2494809.213,1676423.976
1588,2494796.497,1676416.02
1589,2494783.781,1676408.063
1590,2494771.065,1676400.107
1591,2494758.349,1676392.151
1592,2494745.633,1676384.195
1593,2494732.917,1676376.238
1594,2494720.201,1676368.282
1595,2494707.485,1676360.326
1596,2494694.769,1676352.37
1597,2494682.053,1676344.414
1598,2494669.337,1676336.457
1599,2494656.621,1676328.501
1600,2494643.905,1676320.545
1601,2494631.189,1676312.589
